siteName,siteStatus,siteState,siteAddress,siteZip,daysofOperation,lunchTime,_geoloc/lat,_geoloc/lng
Mormon Church,Open,WA,"5800 Northwest Dr, Meridian, WA 98113",98113,"M,T,W,TH,F",11:20AM-11:35AM,47.7045588,-122.3326124
Cordata Presbyterian Church,Open,WA,"400 Meadowbrook Ct, Meridian, WA 98439",98439,"M,T,W,TH,F",11:00AM-11:30AM,47.1252157,-122.5368299
Truth Tabernacle,Open,WA,"901 54th Ter, Meridian, WA 98103",98103,"M,T,W,TH,F",11:00AM-11:30AM,47.6679482,-122.3336687
New Life Fellowship,Open,WA,"810 Pole Rd, Meridian, WA 98375",98375,"M,T,W,TH,F",11:00AM-11:30AM,47.110619,-122.354545
Jennings Elementary School,Open,WA,"1207 Morton St, Colfax, WA 99111",99111,"M,T,W,TH",8:00AM-10:00AM,46.891715,-117.3617238
Pearson Farm and Fence,Open,WA,"601 Main St, Colfax, WA ",,"M,T,W,TH",Shortly before 8:00AM- 8:15AM,46.8801654,-117.3643495
Ace Hardware,Open,WA,"610 Main St, Colfax, WA ",,"M,T,W,TH",Shortly before 8:00AM- 8:15AM,46.8801654,-117.3643495
Rural Bus Route,Open,WA,"undefined A undefined, Colfax, WA undefined",,"M,T,W,TH",8:30AM-9:30AM,,
Franklin Elementary School,Open,WA,"850 Klemgard St, Pullman, WA 99163",99163,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,46.7153126,-117.1700878
Jefferson Elementary School,Open,WA,"1150 Bryant St, Pullman, WA 99163",99163,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,46.7370165,-117.1813876
Kamiak Elementary School,Open,WA,"1400 Terre View Dr, Pullman, WA 99163",99163,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,46.742309,-117.1509071
Sunnyside Elementary School,Open,WA,"425 Shirley St, Pullman, WA 99163",99163,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,46.7278094,-117.1878969
Lincoln Middle School,Open,WA,"315 Crestview St, Pullman, WA ",,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,,
Pullman High School,Open,WA,"510 Greyhound Way, Pullman, WA 99163",99163,"M,T,W,TH",8:30AM-11:30AM and 11:30AM-12:15PM,46.7397052,-117.1740741
Terrace Heights Elementary ,Open,WA,"101 41st St, East Valley, WA ",,"M,T,W,TH,F",F 11:00AM-12:30PM,,
Moxee Elementary,Open,WA,"528 Seattle undefined, East Valley, WA 98112",98112,"M,T,W,TH,F",F 11:00AM-12:30PM,47.6259321,-122.3003098
McClure Elementary School,Open,WA,"811 2nd St, Grandview, WA 98930",98930,"M,T,W,TH",12:00PM-1:00PM,46.25479929999999,-119.9168858
Grandview Middle School,Open,WA,"1401 2nd St, Grandview, WA 98930",98930,"M,T,W,TH",12:00PM-1:00PM,46.25479929999999,-119.9168858
Arthur .H. Smith Elementary School,Open,WA,"205 Fir St, Grandview, WA 98930",98930,"M,T,W,TH",12:00PM-1:00PM,46.2544162,-119.8892528
Highland Junior High School,Open,WA,"17000 Summitview Rd, Highland, WA 98923",98923,"M,T,W,TH,F",Th 9:00AM-6:00PM,46.660277,-120.711454
Artz Fox Elementary School (parking lot),Open,WA,"805 Washington St, Mabton, WA 98935",98935,"M,T,W,TH",10:30AM-12:00PM,46.2148534,-119.9967079
White Swan High School,Open,WA,"621 Signal Peak Rd, Mount Adams, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.2023685,-121.4910493
Harrah Elementary School,Open,WA,"3851 Harrah Rd, Mount Adams, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.2023685,-121.4910493
Naches Valley Middle School,Open,WA,"24 Schafer Ave, Naches Valley, WA ",,"M,T,W,TH",10:00AM-12:00PM,,
Memorial Bible Church,Open,WA,"111 Old Stage Way, Naches Valley, WA ",,"M,T,W,TH",11:00AM-12:00PM,46.6698314,-120.5889175
Woodshed (gravel parking lot),Open,WA,"8520 Hwy undefined, Naches Valley, WA ",,"M,T,W,TH",11:00AM-12:00PM,46.7001271,-120.6549955
John Campbell Elementary School,Open,WA,"408 1st St, Selah, WA ",,"M,T,W,TH",10:30AM-12:00PM,,
Selah High School,Open,WA,"801 1st St, Selah, WA ",,"M,T,W,TH",10:30AM-12:00PM,,
Sunnyside High School,Open,WA,"1801 Edison Ave, Sunnyside, WA 98944",98944,"M,T,W,TH,F",M- F 10:00AM-11:00AM,46.3237674,-119.9992648
Sierra Vista Middle School,Open,WA,"916 16th St, Sunnyside, WA 98944",98944,"M,T,W,TH,F",M- F 10:30AM-11:30AM,46.3217931,-119.9992651
Washington Elementary School,Open,WA,"1101 9th St, Sunnyside, WA ",,"M,T,W,TH,F",M- F 11:00AM-12:30PM,,
Outlook Elementary School,Open,WA,"3800 Van Belle Rd, Sunnyside, WA ",,"M,T,W,TH,F",M- F 11:00AM-1:00PM,46.3455957,-120.031655
Sun Valley Elementary School,Open,WA,"1220 16th St, Sunnyside, WA 98944",98944,,M- F 11:3012:30PM,46.3217931,-119.9992651
Chief Kamiakin Elementary School,Open,WA,"1700 Lincoln Ave, Sunnyside, WA 98944",98944,"M,T,W,TH,F",M- F 12:00pm-1:00PM,46.3164733,-120.0019218
Kirkwood Elementary,Open,WA,"403 Juniper St, Toppenish, WA 98948",98948,"M,T,W,TH",10:00AM-12:00PM,46.3814362,-120.3242609
Valley View Elementary,Open,WA,"515 Zillah Dr, Toppenish, WA 98948",98948,"M,T,W,TH",10:00AM-12:00PM,46.3773509,-120.3086667
Toppenish Middle School,Open,WA,"104 Goldendale Ave, Toppenish, WA 98948",98948,"M,T,W,TH",10:00AM-12:00PM,46.3837741,-120.3149751
Union Gap School,Open,WA,"3201 4th St, Union Gap, WA 98903",98903,"M,T,W,TH",10:30AM-12:00PM,46.5550605,-120.4801597
Simcoe Elementary School,Open,WA,"1307 Camas Ave, Wapato, WA 98951",98951,"M,T,W,TH",9:30AM-12:30PM,46.4397586,-120.4173208
Wapato High School,Open,WA,"1202 Camas Ave, Wapato, WA 98951",98951,"M,T,W,TH",9:30AM-12:30PM,46.4397586,-120.4173208
Wapato Middle School,Open,WA,"1309 Kateri Lane Ln, Wapato, WA 98951",98951,"M,T,W,TH",9:30AM-12:30PM,46.4385944,-120.4121357
Washington Middle School,Open,WA,"510 9th St, Yakima, WA ",,"M,T,W,TH",10:30til done,46.58183,-120.518585
A.C Davis High School,Open,WA,"212 6th Ave, Yakima, WA ",,"M,T,W,TH",10:30til done,46.6144198,-120.503764
D.D Eisenhower High School,Open,WA,"611 44th Ave, Yakima, WA ",,"M,T,W,TH",10:30til done,46.57867299999999,-120.5672466
Hilton Elementary School,Open,WA,"213 4th Ave, Zillah, WA 98953",98953,"M,T,W,TH,F",Th 11:00AM-12:30PM,46.4065767,-120.2646835
